# outside_temperature_celsius, room_temperature_celsius, fridge_temperature_celsius
9.2639,23.4406,6.2134
12.5232,18.7638,1.9215
11.2200,22.4292,3.4560
10.8192,15.7750,4.5827
7.6676,14.3907,6.6772
10.2583,22.5101,5.0146
5.9391,17.4595,4.2722
8.1417,21.3161,8.5192
11.4334,22.1931,1.8187
11.1717,19.0352,3.6434
10.0359,21.6915,1.1616
7.1290,15.9696,4.7353
13.7070,21.0263,5.9919
8.4751,20.9340,2.3693
11.5384,21.8309,5.1614
12.3838,19.7748,3.2952
11.0307,21.9151,3.7491
10.6443,16.7469,4.5814
7.0947,23.1798,4.1995
9.8211,25.4392,8.1164
9.0156,21.9744,8.1683
12.2187,18.9919,3.2192
11.3873,19.7930,4.2200
7.6585,16.3328,5.3773
11.8165,18.1373,4.4967
9.8806,24.0278,5.6654
10.7668,23.1089,3.9918
12.4600,20.8714,2.8116
8.4398,20.6704,6.4335
12.9319,15.9701,4.4529
11.2071,27.2105,3.3313
9.5475,20.8322,3.5258
13.2567,29.1108,3.2808
9.3024,20.3636,4.4123
9.2792,20.9362,3.3797
5.5784,14.2788,6.8271
9.7002,15.8745,2.6864
11.5434,30.7719,4.4066
6.7842,18.2455,6.3008
9.0952,13.5909,6.6224
5.4456,17.7163,3.5849
6.1391,18.9360,7.1838
9.7812,26.0213,3.6976
11.6968,19.2104,5.7630
9.1334,13.8631,1.8492
9.0017,20.8342,5.3794
7.6443,28.3775,6.7287
11.4561,19.5538,7.5244
12.0739,20.6511,11.3010
12.3886,17.1169,8.2728
9.8771,22.7233,7.2007
10.0346,24.8506,4.3102
10.3674,22.0352,6.8226
6.4795,18.3409,5.3397
11.8018,18.5997,5.7051
12.5148,20.4886,7.6818
12.2275,24.9702,1.9757
12.5173,18.8602,7.4933
10.5088,17.9704,2.7271
7.7058,24.6078,2.5633
7.5658,20.6198,3.3952
13.0633,21.2996,7.4214
9.4368,26.4962,2.5634
7.1303,14.8687,7.5017
8.2440,23.6861,5.7374
10.3974,25.2566,2.9154
9.0222,28.4517,4.4791
10.2536,25.0511,3.4419
10.4258,22.0131,6.2331
13.3880,16.1926,1.8829
11.0979,25.9923,3.8002
11.1497,19.9901,5.9714
7.1798,20.8282,3.4302
11.0677,18.5462,2.3118
7.6519,17.2841,6.0413
13.5811,25.0341,6.3267
9.2902,22.2359,5.3655
7.7161,19.8269,6.1846
8.5753,20.9297,1.1020
11.5105,23.1045,5.5441
10.0045,19.7633,1.3816
10.5753,22.1774,8.3241
9.7995,20.4074,3.6657
8.6262,15.0196,7.9097
6.7177,21.8760,2.1067
14.2534,28.4842,5.6213
7.4693,21.3504,4.7284
9.4288,19.0655,3.7333
9.2558,23.3757,5.2697
9.2801,19.8555,2.8864
8.5639,24.3495,6.6266
7.6471,20.4942,2.1525
10.5160,17.1211,5.9454
6.1733,21.1734,5.8692
9.6479,21.6088,7.5656
8.4373,16.8250,2.1799
12.4067,24.1722,4.1152
10.9935,21.4612,2.3521
13.3869,21.5215,5.7794
11.2613,22.6683,7.8782
10.0866,19.0048,4.9331
12.9019,23.3531,3.6203
7.1359,16.4055,5.3658
16.8453,19.4316,4.2164
12.3427,22.2499,3.1348
11.3788,15.8153,5.3941
11.2343,26.7554,7.1398
11.8272,21.3261,3.6333
14.8103,20.0391,2.2324
11.3631,21.3205,6.4615
10.0022,22.5390,5.0308
11.2253,16.3269,7.2857
8.5969,21.0958,7.2497
10.1180,24.2770,4.8887
9.1723,17.7826,3.6143
11.3455,19.9701,4.1663
11.5949,19.3680,4.8370
10.9277,17.5269,2.3103
12.4180,19.9604,7.4510
12.1652,18.0130,0.9435
10.6937,10.0551,2.4945
8.9367,23.8829,3.6675
9.2840,25.0969,6.8452
7.9602,20.0939,1.5704
6.2769,22.3482,3.8301
9.7834,13.8443,3.6173
9.7389,16.4865,3.6151
14.3042,17.8140,7.3265
12.5296,18.3842,5.6724
10.6871,22.5439,5.6064
11.6837,22.1682,2.5727
9.9112,16.5577,5.3324
8.2515,18.1284,3.9660
9.1058,20.1255,3.4375
10.2199,22.1473,6.7144
11.8679,20.3561,5.5062
8.1859,18.3237,0.7113
12.5177,19.1178,5.2462
7.1698,25.0988,1.8815
12.0965,17.8079,6.1269
9.8531,22.2963,0.2523
10.7724,16.5482,7.3163
10.1492,16.3796,3.8015
9.4610,22.4153,7.0898
13.1405,25.4089,2.3166
10.0175,17.9526,7.0808
9.8131,19.6057,7.1018
13.4437,20.0239,4.2495
11.1598,22.5030,5.4230
9.7090,21.7286,1.1908
10.5438,20.7271,3.5838
12.5231,20.2428,3.2466
10.0013,15.6614,6.0602
7.1629,18.4767,5.6886
7.7503,20.9320,4.5917
13.8047,14.4470,4.3789
10.3307,16.6599,7.0952
5.0857,22.0094,-0.2612
9.1975,19.0063,5.6735
8.0025,19.9994,5.8306
8.7824,21.3861,5.1687
9.0102,23.4451,3.2442
9.9680,21.9252,-0.2420
7.8687,24.7809,5.2840
9.9542,20.0487,3.3471
6.3539,16.8107,3.4867
6.6969,14.5971,5.7315
13.6386,23.2920,4.5901
10.5119,15.9594,3.4604
8.7430,18.4266,5.6242
11.9767,22.7007,5.1415
11.2497,21.3488,4.0240
12.8664,19.8980,3.8032
11.3703,19.7889,3.4047
11.0012,22.9393,6.5920
8.1880,17.5987,5.7372
11.4781,15.0711,4.5498
10.3363,20.6255,2.1803
14.8296,18.6148,5.6053
11.2862,15.9066,1.1692
11.8817,19.9608,3.5138
12.5573,18.7072,2.5018
11.9439,23.0511,5.2152
8.6847,17.4662,2.9512
10.2285,13.3172,6.8716
8.5818,19.8518,5.9501
7.8061,18.9127,7.4545
9.9494,19.5788,4.6851
12.5546,22.2588,2.6381
12.0022,23.5377,9.6875
10.3665,20.2094,6.6332
9.6741,17.8341,4.7939
11.5496,20.9355,5.4241
7.5790,16.7482,1.5356
11.1294,18.6371,5.6865
10.5441,21.8391,-1.7002
9.1409,18.3701,6.5938
10.0905,16.8137,6.2113
8.6915,25.0909,6.1179
8.9647,21.2906,6.2593
9.1853,20.0612,5.2563
5.1216,17.5393,7.3023
11.2294,17.3152,5.5453
7.8234,21.9372,5.2500
10.5585,21.5350,7.8175
11.3934,18.2290,2.5108
14.5728,22.4786,6.0027
11.2034,19.9168,6.3935
11.3248,14.3605,6.3133
10.6978,19.2421,7.6311
12.5770,22.9595,5.3506
15.1555,23.4181,5.1130
10.3364,19.6316,5.6887
11.8743,18.4045,2.7303
13.2283,20.7913,4.6172
8.3655,19.6819,4.6472
10.6374,19.4381,5.2263
11.3901,17.1103,1.8015
10.9899,19.2256,4.9970
7.5366,20.9758,3.3964
8.8069,22.6227,5.4765
8.5851,21.5691,6.4366
8.6030,16.8293,4.3432
9.5354,22.2177,1.6144
8.7598,16.0843,1.9604
11.5772,21.5532,5.8977
8.8110,22.3954,5.0949
8.0749,23.4390,3.8949
11.3020,22.6646,3.7272
9.6639,15.5550,4.0089
14.2503,21.6724,6.9513
8.1638,23.3300,1.6873
8.2173,18.3891,6.1914
10.7938,20.4329,2.0953
11.1907,18.8162,7.9671
11.6510,17.9062,7.1784
9.6245,20.7697,3.3616
8.4638,20.3253,7.5040
9.4717,18.2876,7.2257
11.8113,24.6088,2.5506
10.7003,15.6929,6.1020
9.3375,15.4303,6.7261
12.9762,22.3442,4.8469
10.2925,15.7180,5.4119
10.0813,18.5765,6.1181
8.6795,14.8557,3.5865
12.3020,22.3708,4.5476
9.4720,21.0615,5.1898
10.8438,17.9375,2.6140
8.0617,18.1936,4.5693
12.7953,18.9645,6.3560
10.0623,18.8607,1.6801
9.3101,19.4599,7.0947
9.8539,19.9504,3.9483
8.9000,21.3912,3.3293
7.3565,22.1739,6.9131
7.6445,22.9340,4.7553
10.3043,21.5594,2.9708
10.9600,23.9826,3.6353
11.0394,18.8722,7.9629
10.1512,19.3795,9.1899
10.7402,15.2886,6.8754
11.7029,16.6506,5.2701
10.7099,18.5843,8.2638
7.7537,19.3838,5.4437
10.8807,14.0828,5.2496
12.9025,17.2089,4.0884
9.2943,27.4347,3.1144
11.5403,20.0509,4.9322
11.6748,18.6915,5.9908
9.6834,20.9896,6.1942
10.2386,22.1183,6.5073
8.6095,17.7001,2.5000
11.1348,24.1708,5.3933
11.3128,23.6295,6.1841
11.9014,23.7541,3.3178
7.1121,22.1306,2.6330
12.5101,18.5516,5.8523
8.5233,18.3472,8.1558
7.6394,24.9272,4.1297
12.1543,16.6260,4.3578
5.1263,21.8668,2.3520
14.6702,21.4263,4.3254
9.7776,21.3324,3.9004
11.1218,15.8420,6.0441
11.1715,21.6224,2.9662
6.3551,19.1022,5.3844
15.4903,20.1358,5.4566
9.5638,16.4846,6.6607
13.0547,17.1604,1.9689
10.0214,19.2482,5.1574
8.0843,22.8624,6.1706
13.6762,18.7956,6.5203
10.6850,22.3882,5.0049
10.8205,18.4832,5.6040
9.3730,23.6372,2.9825
9.0575,17.8078,8.1839
11.7834,14.9388,3.4588
11.2344,19.9714,5.7032
9.4809,22.3681,3.9579
6.6467,20.0224,7.5532
11.8484,23.1193,7.4823
8.6331,21.9030,6.3974
8.4501,22.6373,3.2465
10.7132,25.4597,4.8725
4.6857,15.0934,2.9578
11.4159,12.3058,8.1444
12.4736,20.2244,4.0086
5.6713,21.9040,5.1530
9.3745,20.7693,5.5993
11.6872,27.2297,3.4435
12.5668,18.2447,2.6105
10.4004,20.5224,0.6113
10.4894,25.6144,4.8804
8.5929,22.1158,4.8634
7.8928,21.8155,8.4398
11.4166,22.5675,3.5206
6.9059,22.9534,1.5580
13.5671,20.0230,5.4460
6.9504,15.9708,3.4601
8.1048,15.7012,7.5192
11.9344,20.4956,5.9713
10.7288,19.6985,5.6474
7.4778,16.4847,3.7839
11.3399,20.8406,5.0856
8.0031,23.7029,4.6008
3.6860,19.1235,7.0355
7.6624,19.9360,6.6601
7.2200,26.0548,7.4628
11.2543,24.6037,4.1799
9.8031,25.3956,2.7403
10.5780,20.1665,4.0034
9.8858,17.0003,3.5977
8.1742,19.0180,7.0689
10.4071,22.9378,4.5088
6.8072,16.6395,9.1954
7.4400,22.6717,4.0409
11.4638,17.8409,9.4958
9.3786,23.3451,7.0524
6.9365,24.5702,3.8195
6.2649,21.6827,5.5897
8.4471,21.8013,4.3412
10.4255,22.1613,2.9209
11.1179,22.6165,3.2900
8.2502,18.4729,7.1312
9.3175,21.4465,3.0970
10.5786,24.2058,4.0963
7.6362,20.8510,3.0899
10.1326,19.5497,4.9348
8.6708,24.1473,5.8580
13.4160,18.1188,4.7782
11.4491,20.9459,5.4950
10.1597,22.3847,4.7037
7.3139,17.7770,6.8635
11.8263,20.8099,7.9495
12.2826,22.7966,5.1602
7.3651,19.0526,9.7024
9.0641,18.5744,5.4213
9.7802,19.4621,5.4768
11.7121,16.3466,2.0638
8.7209,24.6381,3.9052
13.3371,16.6060,5.1799
7.7341,17.5984,7.8892
9.0305,21.8672,3.8036
8.9647,23.6806,1.8291
8.6464,18.1711,6.3091
8.3285,18.1302,2.5736
7.9799,19.9129,8.7449
10.5246,18.7952,3.5659
12.0468,20.3373,5.1494
8.0638,20.0126,7.5906
11.6740,19.0918,3.2030
10.1382,23.1188,2.0164
8.7606,17.5303,5.2740
11.7257,18.4438,4.6018
8.2934,22.1499,7.6171
10.8166,21.6494,6.5917
10.7018,23.3000,4.8624
9.7428,20.7809,8.3272
7.9553,18.5114,5.6790
7.8210,21.9088,1.3861
11.3259,15.7513,7.1583
8.3989,20.3522,2.0719
11.7486,20.1429,4.1007
6.3918,24.6574,6.6509
10.8655,20.0833,4.0643
12.1166,23.3436,4.7738
6.4681,22.8439,4.0632
9.4964,19.5498,3.7869
9.8664,21.1574,4.2420
8.8060,19.5156,4.0432
8.1537,12.3668,4.8140
8.5591,20.5454,3.0947
9.9089,20.7587,8.8292
10.8824,19.8954,6.9411
12.7837,22.7089,5.5558
8.4622,26.5472,6.8315
10.8362,16.1710,5.4124
10.9151,16.6265,0.5594
5.0378,17.3388,4.4722
14.9770,21.1318,6.6557
11.3388,20.0608,6.5290
13.3653,17.1368,5.1631
9.9818,23.5559,4.6440
13.2337,18.4248,2.5531
8.0407,15.0730,3.9476
9.2163,18.6707,4.9221
12.5760,18.1740,4.5612
8.9016,20.0626,4.6305
9.6557,25.6615,7.3657
11.8750,19.3712,5.3415
12.1109,17.7231,3.7891
12.5073,20.0368,5.8907
6.0319,23.5903,4.8443
10.6810,19.7394,2.6614
9.0002,25.4833,4.1394
11.1799,17.8145,5.2884
12.5462,15.9601,6.8838
8.9012,15.1226,4.2804
6.8857,17.4474,6.1227
7.0457,16.9201,3.7413
6.9230,18.0256,6.1320
11.8744,24.4369,6.6747
6.7662,17.6923,6.1779
7.4484,15.2285,5.0992
9.7362,17.4219,0.6127
10.7230,18.4241,4.9299
11.2833,26.1256,6.4756
9.8945,16.5772,5.0382
9.0927,20.3728,11.0506
8.0106,16.9981,6.1284
9.6554,26.8376,4.0508
12.4932,20.8807,3.5692
8.4469,21.3873,7.6565
11.7425,19.2896,4.3875
10.2359,24.5804,5.4167
9.6464,19.8517,6.0770
9.3109,18.0502,6.4319
8.4671,17.0150,4.5070
8.4360,15.3061,4.5571
9.9106,22.9404,7.7067
8.2596,17.9356,5.8506
10.1470,23.5968,6.3207
6.7412,21.4719,4.9989
8.3374,15.4884,4.6130
13.8831,20.2812,4.6948
10.0920,18.1408,2.2289
10.7698,17.4415,0.1348
9.7953,20.6238,6.6398
9.6525,22.6029,6.2907
10.8214,18.2276,9.4038
11.8505,14.4935,7.5073
11.2081,26.8364,5.6620
8.0581,17.0642,6.8109
8.6682,17.9162,7.0998
9.3882,16.1309,2.1399
9.4737,20.0035,5.8524
8.8882,23.6385,3.5215
11.8135,23.4607,1.8558
8.3942,19.8786,9.2411
11.0636,19.5051,6.4632
8.3751,23.4564,6.6508
9.0614,22.0722,3.7733
6.8196,16.1876,4.9043
9.8929,20.4442,4.5445
12.3441,18.1658,7.6817
9.5516,24.5213,9.2682
8.2432,19.4101,3.7461
8.5524,18.3808,7.6613
8.0598,19.5352,2.3207
8.4987,16.5855,4.3616
12.1206,18.2979,3.1453
12.3068,21.8460,4.1285
10.5695,18.3610,2.2778
8.0771,18.7892,5.8730
10.6932,22.6940,4.6107
11.0039,17.6629,6.2018
8.4840,18.1624,5.0120
5.7082,19.0420,4.4777
9.3547,17.6788,5.5169
11.3781,21.9108,4.3653
9.9356,23.0713,5.6828
8.3843,20.1786,4.2259
7.9355,17.5604,7.6689
13.1865,21.2996,5.5331
11.2863,23.8889,4.5329
10.9136,19.3823,6.2926
12.8649,20.8221,5.8020
9.4872,18.3131,5.4674
8.8795,20.6702,3.8403
7.2700,18.8256,5.6822
8.5048,19.1034,3.4727
7.8895,17.7991,3.5417
7.8435,16.1494,4.9116
9.7746,19.2167,2.9645
9.5301,17.1647,2.3304
8.7870,20.2603,6.0680
7.6794,17.9428,8.4586
8.2827,21.1691,6.2971
12.4052,22.7112,4.2920
10.7886,22.9037,2.4433
10.6321,22.3232,6.2698
11.7048,22.2643,2.6360
7.4540,15.6025,5.9926
10.9208,24.3375,4.1784
12.6679,23.8968,6.2955
6.4259,18.1637,-1.4960
9.8044,19.2051,2.1283
8.6087,17.7512,5.1535
8.3648,20.3095,5.6624
10.6207,15.7035,4.1169
13.5499,19.8276,10.0930
10.0822,20.7236,4.0421
7.1556,20.4856,8.5479
15.8279,21.0806,8.2152
13.1490,22.2210,1.7386
8.7437,14.2329,6.5321
11.5931,21.1405,3.4063
8.5775,17.7142,5.4572
12.1663,20.9118,1.3102
9.0088,19.2439,3.0273
9.3000,17.1526,7.0346
12.1810,19.4715,2.7525
11.4839,23.8257,5.5119
10.2200,20.2768,5.3287
9.7527,19.5025,6.0796
14.7696,14.6695,1.1356
11.3814,18.2444,2.3814
10.5346,19.6610,6.7955
14.5147,16.4580,-0.5799
8.0565,16.8548,6.9663
9.4948,19.2157,8.6990
9.5521,20.9149,2.7620
6.5823,11.6222,4.1046
10.5318,17.5318,7.5151
7.1019,18.7120,8.5284
12.7783,20.4371,4.1359
6.6625,22.4782,1.1120
7.7871,22.6172,5.8371
11.9107,24.4216,8.8500
10.1209,21.6285,4.5913
9.9062,18.0055,6.3918
12.9587,14.1596,3.0207
8.9887,20.7157,7.7861
7.2310,23.6010,6.0894
9.2368,20.9751,5.8232
6.8897,24.2421,6.6148
8.3434,21.1521,8.0992
10.2357,16.4061,6.9954
8.6993,13.7811,7.0843
13.7645,19.0601,6.9878
10.1457,16.4609,6.0191
7.4819,15.7459,3.1019
8.6979,21.2204,4.0085
8.5966,23.4055,2.9137
9.5334,19.5936,4.7581
10.2391,20.9927,4.3374
5.9222,20.3257,6.5828
9.0142,19.2067,2.8869
6.4956,17.5171,4.5721
10.4491,24.0292,5.8172
3.4659,13.4963,4.0493
11.7868,16.2479,6.6427
10.2341,20.9027,7.5897
12.7843,19.4846,7.9431
5.8294,15.9697,5.2651
11.7111,24.5273,6.0752
11.6243,19.6078,5.7684
8.9910,19.0046,7.2757
7.3729,18.6416,4.1513
6.8622,20.1699,6.9233
11.1778,12.7255,6.6313
9.0184,18.2791,12.2854
10.2883,23.0348,7.9155
8.6631,18.6962,6.4844
12.8341,21.6424,5.3091
9.7248,19.4343,5.1499
8.8751,21.5457,3.4072
9.8781,23.5191,8.8206
7.5136,14.4439,6.3382
10.6246,20.6971,3.4025
11.6192,15.9133,6.5065
11.1504,18.8746,3.0088
7.4103,13.6007,5.8175
11.6549,19.4021,7.7370
13.9577,14.0680,1.8163
9.2479,17.3672,3.8500
11.6375,21.0661,3.7714
13.0720,18.5007,5.0931
8.1732,25.1779,6.4653
4.7327,19.6230,4.3579
10.4622,16.9727,2.2651
10.6913,18.3787,5.1250
9.4820,19.7772,8.0725
7.7157,20.6160,2.9309
11.2134,16.1528,8.7631
8.5306,19.2257,3.4517
9.6631,20.4119,3.1906
7.8634,20.2155,5.4269
11.1778,17.1541,5.9215
8.7065,16.1973,3.9512
13.1995,19.6566,6.9742
6.7505,24.5652,4.9823
11.7929,18.6766,2.5314
7.7296,19.9349,5.2192
13.5720,12.1491,7.3035
8.4422,18.7951,7.2074
11.0853,14.6077,3.9776
5.8789,17.4589,5.0515
10.9052,22.8857,3.3052
11.1423,23.0631,4.0141
7.9462,17.1743,5.8755
10.3752,24.7212,3.9262
8.4049,18.5988,0.9795
10.7221,22.7148,5.5643
8.9064,16.4726,7.8865
9.1661,18.9837,3.9078
11.9283,18.1215,8.8962
7.9252,17.7093,7.8683
9.1577,23.1942,2.8724
12.9669,20.1984,3.9930
9.7844,22.2920,5.9797
10.7629,20.6931,3.7089
10.2509,17.2013,5.5414
10.5458,20.7055,7.5103
12.9193,24.0049,4.8183
10.2916,22.0508,7.6935
7.4257,13.0508,1.5974
9.2039,22.1316,7.2328
10.3276,24.7534,4.6324
8.0397,22.0750,5.2236
10.2389,14.3962,7.0684
11.9028,15.5134,6.8230
11.4791,17.3154,5.7658
9.8453,24.3089,5.8426
8.6072,25.5624,4.3315
13.2770,21.0037,8.2326
10.5272,17.6787,9.2280
9.3522,13.0075,2.3006
9.4572,21.3194,4.1244
4.8798,20.4025,4.9011
11.3444,20.4104,4.0829
10.9015,17.8527,4.5640
6.3156,17.0123,6.7214
10.2374,19.8350,6.8077
11.7530,18.0132,5.0672
13.1038,19.1773,4.2269
11.8618,18.7954,1.8251
10.2183,17.4785,-0.4222
10.5034,21.8816,4.6393
12.5085,16.4805,4.8140
10.6871,14.7404,4.4937
6.9143,21.5404,9.6522
11.7158,15.7066,3.5020
9.3324,15.0663,4.8797
7.3390,21.7038,6.0982
7.6395,19.5758,1.4595
9.7935,25.9084,6.6079
7.4140,20.9642,4.5391
9.0935,20.8569,4.5257
9.7145,20.8095,4.5536
6.7845,22.2223,3.2701
12.7828,19.4557,1.0511
10.8846,21.7737,6.5570
10.2801,18.8210,0.9019
9.3326,11.8651,3.1628
11.4573,22.9553,1.4860
9.9103,18.4380,6.6300
10.2134,16.3465,5.6242
11.2871,13.7282,5.9333
8.7245,22.6133,5.4658
9.0707,23.0800,9.6651
11.7809,23.6175,2.7089
11.6165,23.0497,3.1035
9.7898,23.2163,4.1122
6.5874,19.2264,3.2211
7.7872,24.6394,6.9198
11.2507,18.4457,1.8541
7.8672,22.8451,1.4283
11.0253,18.6481,7.9157
12.3272,24.4607,8.1439
14.3668,21.6932,3.2472
8.4700,22.1252,5.4235
12.2366,22.3750,7.1643
7.2234,21.3790,4.0650
11.6722,25.6153,0.9522
9.7012,20.3302,8.3296
8.8039,20.6024,5.5744
9.6399,22.0469,5.1174
8.6354,18.9916,8.2513
12.2829,21.8959,3.0562
12.1363,18.1371,7.0922
11.5829,17.1973,3.4489
8.0148,18.8826,8.9351
14.1182,21.1533,4.6893
13.6567,21.6781,3.5127
9.7379,16.8673,4.2549
11.2679,20.4446,4.3152
7.9221,22.4285,2.8031
10.7804,23.3584,5.3573
9.4729,24.0195,3.1935
6.5270,20.2530,6.2149
7.2172,16.1297,4.6488
12.6781,19.7952,8.3245
8.6951,24.3492,4.6313
9.2182,20.8069,3.4337
11.2434,19.7981,5.6068
8.7944,22.3791,1.8370
9.3959,20.0932,6.5600
8.3162,15.1808,6.0812
9.1746,19.6567,4.3928
11.8729,20.6400,3.5129
10.4952,19.7922,3.5180
6.8323,21.1224,2.1305
11.8487,19.9734,5.9466
5.9068,19.0631,7.3160
13.0901,22.1242,5.8024
12.2852,22.7401,4.4766
11.3133,19.6652,5.5327
10.3958,20.9736,4.6654
9.6936,19.8915,3.9700
10.0745,18.7766,6.9347
7.4545,18.2156,3.1710
12.6996,18.2584,4.4583
11.0121,17.1784,6.7711
8.8489,17.6077,4.8666
15.0217,20.3172,6.7640
7.4385,19.0690,6.8235
10.4994,21.3620,5.3631
10.2083,23.3812,4.6832
9.7893,15.9594,7.0571
12.7110,14.4533,5.7153
7.9711,24.9534,4.4417
9.2713,24.3198,4.2629
10.9429,19.9396,7.1680
9.2232,24.7668,7.7514
9.7565,21.7572,7.1145
16.3545,21.3679,2.8123
10.6327,17.9682,4.8842
8.0476,19.9062,8.0429
10.6067,18.9320,4.8564
13.4894,22.1912,2.7749
8.9936,19.8744,3.6186
10.9129,18.2017,7.0620
9.2007,19.9429,3.7814
13.8517,24.2134,1.2422
8.8121,17.8714,4.3969
7.0313,18.5512,5.2574
11.1531,23.1250,5.3982
7.8077,20.0246,3.6841
9.4596,17.5987,6.2102
5.2304,13.5031,7.1270
10.9862,22.6258,3.5123
13.0037,18.3882,4.5812
7.4367,23.8032,6.1301
7.5450,20.2125,4.2822
9.1585,21.2154,5.0850
8.4521,17.3469,7.4967
7.5817,21.2165,5.9765
6.4762,19.9857,3.7645
9.8143,24.2415,5.5366
8.1477,19.3434,6.5240
7.2357,26.4109,4.6333
13.1612,26.9819,3.3932
10.7895,23.9872,5.2416
10.2371,17.5467,5.9762
4.8146,17.5888,2.0629
7.5461,27.2701,8.6277
12.1748,23.7011,6.3483
8.3200,17.7323,3.3858
9.0458,14.3417,6.3915
8.2793,21.1707,2.4024
12.9573,25.2223,7.3164
9.1668,20.7445,10.0897
7.6673,18.1697,4.9396
12.4730,25.0818,8.1126
9.8897,16.2803,10.4512
10.5209,20.8341,8.4784
9.0659,25.2129,5.8586
11.4033,23.5741,1.0968
9.7133,17.8830,5.9774
7.8239,18.1977,3.9230
8.5673,24.0981,4.6525
14.5746,21.2184,8.9442
7.8145,26.3645,10.1109
9.1244,23.4719,2.5695
9.2756,17.8828,5.6306
8.9602,19.6657,5.0190
12.2514,23.8238,2.9991
8.6916,23.2884,1.9427
9.9353,22.3305,5.7238
5.5025,17.1437,8.2427
13.2608,20.2235,3.9796
10.9134,20.5767,3.4558
9.6982,18.2215,1.2989
11.9502,11.8843,9.6928
10.8925,17.8660,2.7754
10.4182,21.2403,1.9760
9.2944,23.2229,8.2985
10.3821,19.7393,3.9019
8.7043,19.9066,2.4639
10.4220,18.0154,3.5709
10.2751,18.5747,4.6961
11.8763,23.0382,3.9423
12.3193,18.8726,4.3113
9.6998,17.4072,2.7926
12.9215,17.4531,5.7900
9.0765,24.4609,0.8047
6.5228,23.0965,7.2593
10.0191,21.9110,6.7546
15.4484,22.8145,6.2217
9.6622,22.5493,2.7737
9.4272,19.8363,3.7641
13.5255,16.1559,3.4568
7.9958,18.4191,4.4360
9.2466,23.4681,5.5816
10.4096,20.0035,8.2982
9.5019,19.4587,6.5878
9.0155,17.0460,6.9412
8.3424,19.1962,3.1382
8.7766,21.4997,1.3464
14.6191,18.8239,2.8219
6.8055,20.0513,5.1347
9.4850,19.6174,5.7303
9.6216,17.2327,4.3027
9.0693,21.1411,3.6201
11.0987,19.1296,8.7484
9.6858,20.8071,8.4501
8.5103,18.1385,7.4952
11.1323,20.6892,9.4290
11.6940,19.4470,6.1614
8.6401,25.4449,2.9281
13.1063,21.3540,8.3823
6.7350,17.7638,2.3694
14.2702,17.9678,8.8965
8.3510,15.0459,2.2829
10.6794,14.3284,0.7329
11.6572,22.3939,5.7164
10.9123,23.9487,7.5300
7.9776,21.7498,6.5461
12.5909,18.5556,5.6662
8.7580,20.4259,3.0693
8.2245,22.2601,6.1013
