# outside_temperature_celsius, room_temperature_celsius, fridge_temperature_celsius
10.0995,23.2216,5.5388
9.8655,22.0788,7.4713
8.5427,19.9557,3.6435
9.1049,21.3899,2.7223
10.5674,23.1831,3.9646
8.2292,25.6843,7.5464
10.6542,23.8947,3.1096
9.9144,18.4690,4.3835
9.7926,23.9706,5.6030
10.4598,22.8499,1.1579
13.4970,24.0710,3.0614
8.6503,22.5956,0.5633
8.8694,20.3038,5.7887
12.2381,19.0514,4.7115
11.4682,19.1225,2.3456
9.6947,23.1741,6.4234
10.2437,17.8254,1.9610
13.4682,14.6197,4.1429
11.6697,19.2848,7.8519
10.9936,19.3608,6.0338
10.0983,21.6829,2.5961
9.8416,21.6314,6.0336
10.0260,17.8888,7.4579
10.9334,23.4690,7.5691
6.5960,21.3567,1.7568
9.6978,24.6962,5.4252
10.3286,17.0251,5.4884
8.7149,16.9850,2.5697
9.3468,14.9872,7.1075
10.3498,19.0540,3.9450
9.3460,21.1768,-1.0845
12.2431,18.9667,3.0160
7.6248,15.8953,9.6914
10.9261,16.3382,8.3205
8.9410,22.4782,5.9082
12.2037,19.6674,8.3167
13.1431,18.7706,8.9794
9.5967,17.3134,3.9230
13.0180,24.6844,6.5500
13.0460,19.4334,6.4211
10.6173,20.6594,4.1595
10.8543,20.2688,8.9641
13.7121,23.8274,1.7629
9.9476,21.2233,1.3722
9.1940,17.1284,5.5595
9.2427,18.7330,1.9771
11.4180,17.0672,5.4037
11.0440,19.9977,6.1191
10.0886,18.5215,4.3717
10.3688,16.8541,5.8592
10.6374,21.4842,3.0150
11.5752,17.7637,6.7558
6.8842,20.0903,8.0283
10.1722,21.8614,5.6887
9.0359,21.9635,4.1915
5.6925,19.3765,0.5007
11.2948,19.8044,2.1687
11.8970,22.8399,4.5386
14.5981,17.4176,5.3137
11.8410,16.7116,2.5389
10.8375,15.1038,3.8482
7.8968,19.9435,4.0185
8.7272,24.5904,3.6289
9.9864,23.3044,5.5812
9.9379,22.8647,3.3702
12.7589,19.1980,5.2878
8.8627,22.2156,6.0048
7.8988,19.9728,7.1796
13.6054,22.6614,1.9306
10.0382,21.1870,3.4618
10.5168,19.4081,4.2212
11.5368,20.2914,2.0306
12.2206,17.9980,5.5737
6.6176,22.0344,4.0032
12.5943,18.3159,4.1879
8.8629,23.7094,2.8216
8.1682,13.7915,6.3161
11.2941,19.8860,7.4887
11.8888,19.2275,4.4235
8.6321,21.2665,2.9984
13.2142,14.3485,1.9959
9.0558,24.2972,4.1920
9.2859,16.6148,6.1131
9.7462,13.9936,4.4011
10.1708,17.8716,2.4978
10.1758,16.2038,6.9329
9.6004,18.8819,3.6409
9.3225,20.8943,4.1889
11.7195,13.5664,9.3082
5.9145,19.6572,3.0611
9.1218,16.0017,4.6262
12.6149,18.5997,2.8723
11.8337,23.6568,5.4968
7.7146,20.5942,7.4925
11.4428,22.6694,2.2702
12.5265,17.5890,3.9694
8.1477,20.4918,2.9770
10.4985,21.2469,1.4118
11.5754,17.6141,4.0241
9.5810,24.3035,3.8807
11.0787,21.1203,6.8971
11.1000,18.1528,7.3608
7.1670,17.9791,6.1105
7.7263,21.4542,4.8859
7.3866,17.7331,2.9224
14.2827,22.7898,5.8924
6.4532,21.5949,7.8333
9.2355,18.9180,7.9247
8.8973,22.1488,4.8021
8.2567,20.8098,5.7885
10.8311,25.5768,3.0718
8.2938,23.7874,5.6703
10.1468,26.7677,7.2031
11.5750,17.8867,4.7287
9.2533,19.4834,3.4801
10.8524,18.4655,6.9760
12.2456,20.4914,3.6715
15.4228,23.1695,1.9732
13.6110,23.8354,8.2263
11.6830,17.1203,4.4259
11.7725,21.1832,5.9859
8.5966,22.1389,4.4366
10.0431,17.2858,4.0358
7.3675,17.5679,2.7201
11.5420,25.1783,5.5663
11.0729,18.1107,2.0323
9.6038,25.9930,5.2881
9.8368,17.8359,6.5613
8.8039,13.6065,6.9240
9.0970,24.7825,9.4211
11.1266,19.9825,4.9252
10.2850,23.7619,7.3553
10.1711,20.4246,2.9257
9.7021,18.7024,1.8962
12.1310,19.6291,3.0868
11.8045,15.8493,4.0188
10.3586,20.1796,4.4424
13.6223,22.8221,4.6397
11.9529,24.2493,4.3785
9.0210,20.8737,0.5276
12.7041,19.9947,6.8688
6.9257,20.1745,4.5929
9.7783,21.7417,2.3346
11.9807,14.7884,5.5953
10.0318,24.9337,2.0256
9.2910,22.4464,6.7412
10.1297,18.8051,1.7144
8.0821,23.1365,7.7058
11.4564,17.7809,5.5228
6.7527,18.0889,3.6866
11.6082,23.5106,4.0044
10.1511,23.0540,6.4048
9.5976,21.8752,4.8185
12.4326,21.6727,7.2780
8.0873,18.6698,1.5269
10.7142,15.0295,3.2270
10.1623,22.5048,7.7591
13.5878,22.2055,5.1343
11.5697,18.8831,4.4610
8.6252,20.1861,3.8750
12.4387,25.9271,9.2095
10.3699,25.2800,6.2423
8.8162,23.1531,4.6746
11.9383,21.0773,7.2424
5.6745,22.2390,5.2085
10.2776,20.3130,4.7961
7.7269,17.9682,6.4805
11.4290,26.0837,6.5910
10.5671,21.6636,2.2386
7.8552,20.8060,4.2196
8.6112,23.4696,2.3186
10.9121,25.4744,4.4309
12.3619,19.0728,9.8922
10.3786,18.7394,3.5625
10.2909,20.6554,3.3719
11.4574,21.7594,3.4919
12.7238,19.2493,4.6237
9.1594,19.7891,4.6306
3.5001,24.9665,4.9016
8.5872,20.9447,2.4166
15.0515,21.5919,9.0630
8.2411,23.6681,2.0098
5.7445,17.6825,4.6361
8.7477,26.5397,2.5381
10.5249,15.6518,6.7328
10.0727,18.8758,3.3422
9.6094,20.3921,5.9503
12.4801,19.4730,4.3488
14.9404,21.8615,6.6921
8.6418,22.3908,4.4079
11.9291,19.5121,5.5374
7.9034,20.8498,3.8579
9.4074,20.7853,5.3686
8.0055,17.4440,4.6151
6.2235,18.7421,4.7236
11.8316,16.9377,1.6910
9.3771,20.3856,3.8128
7.6259,16.2704,2.5741
7.2594,17.6953,5.2115
12.4526,21.3579,7.6103
9.6486,24.0455,6.6943
9.8800,17.8961,6.3172
4.2789,21.0273,0.9974
8.4296,13.9008,4.5210
6.5552,22.4920,6.1114
14.8630,21.7066,4.8212
11.6855,15.2499,4.4792
13.4563,18.2428,8.4840
8.3567,22.1272,5.2780
13.5999,17.9949,7.5212
8.5512,14.8760,5.5310
10.3713,19.5181,7.8585
8.0715,14.9817,3.3663
9.3871,16.7556,3.8897
16.0894,22.8153,6.8202
9.7766,21.6725,2.2402
10.5770,23.5396,4.2826
9.6699,15.7902,0.6590
9.4336,19.3708,5.4425
9.7207,17.5839,8.4575
7.9914,18.9860,1.5449
7.1276,20.3096,5.0319
8.1033,18.3413,3.3466
11.8800,19.6515,3.0410
8.6268,10.1705,3.9932
10.9460,18.9387,3.7761
6.6998,25.0585,5.4479
10.6882,16.0731,4.7595
7.2515,20.9863,3.0020
14.0668,17.4858,3.4845
11.6916,21.2961,5.1844
6.5966,21.2237,3.3322
6.0373,19.8930,5.9026
7.7504,23.0150,2.8448
8.5809,18.4744,3.5628
11.7123,21.9296,1.5261
11.7307,19.7232,5.8320
13.6577,19.6477,3.4397
8.6989,19.4791,3.7721
8.2689,19.7452,2.5458
10.6132,19.5017,6.9257
14.0430,21.1866,5.0388
11.3969,16.5831,3.0556
8.1781,19.7543,6.2916
8.6542,22.7088,4.6440
10.1904,21.1287,6.0175
7.9619,19.7672,2.9903
10.4029,22.2121,7.0160
7.8122,18.3115,1.8044
9.7717,15.8068,3.4115
8.1932,16.9442,4.9490
8.8279,21.3076,4.7202
10.0144,18.4214,7.0641
9.6502,19.3928,4.6606
11.9858,21.4179,4.5487
10.2470,16.2527,4.1504
10.6546,23.1695,7.1223
13.2692,19.2521,-3.5741
7.7512,22.7713,8.2430
7.9840,19.0204,3.6060
8.8538,21.5404,4.4107
9.5333,18.1912,3.2726
12.6477,21.6091,2.1801
11.4552,20.4788,3.9912
10.3063,19.6151,5.3536
8.5601,20.9369,7.0234
9.9248,18.3001,3.4704
9.8857,21.1504,7.6754
11.7859,25.7590,4.8249
8.7705,17.9641,3.3107
9.6282,25.5593,6.6280
11.6384,18.4997,3.1059
10.8031,15.6333,5.7534
10.8255,21.8856,6.3693
11.8719,23.4444,9.3889
11.2415,23.9469,4.2100
9.7557,22.1345,4.7580
11.2028,25.3783,2.5360
11.0962,18.2449,3.6317
7.1245,21.2820,1.8168
10.9486,14.7932,4.2690
10.6860,23.1185,3.4418
7.3638,24.5884,1.2062
14.0009,22.7476,4.7130
10.1121,24.3864,5.8082
11.3525,23.7375,7.7761
10.4660,18.8600,6.2370
10.9346,19.3435,3.4972
9.3617,19.5639,9.0141
10.4409,26.6705,4.2180
11.1242,21.4738,2.7368
10.1863,14.5267,6.9567
10.7547,13.1724,5.5930
9.1833,18.3675,3.9286
6.1324,16.8824,-1.3620
7.1119,21.3425,3.0178
8.9744,19.1320,-0.1669
11.0207,17.5927,4.2835
9.5468,15.4063,3.9392
8.8144,17.9077,6.7065
15.0695,13.9503,5.8072
9.4555,19.7953,4.1332
9.8097,20.7192,9.1227
8.3174,23.3803,5.4819
11.4875,19.8861,4.0278
9.3621,22.3543,4.1560
11.8975,20.9034,1.7833
12.7099,19.4471,3.7690
10.1271,22.7366,6.7104
10.9767,27.6211,8.3329
9.4489,15.9633,4.8444
7.8649,23.0221,6.8211
11.4420,21.9825,7.2299
11.1064,16.3287,6.0271
12.1729,18.6932,5.7730
10.1822,18.6693,5.0114
13.0779,17.9433,3.5198
8.4608,18.5222,3.4762
7.7325,17.7545,1.4193
9.5082,19.2046,3.6171
9.7306,21.2686,4.3162
9.9605,22.8411,4.8498
10.7350,20.0399,7.4752
9.7305,23.7395,3.7711
10.8703,23.1229,2.3311
13.5873,19.8729,9.1337
8.5056,23.5377,5.5995
11.0699,19.4539,5.3066
7.8034,24.9085,3.3159
10.7740,20.2332,6.7812
12.5870,17.9185,5.3862
9.6255,20.8300,2.9357
10.2072,20.8189,5.6737
10.4292,23.4896,6.6082
9.5254,18.2259,6.4027
9.3527,19.2434,7.1833
8.5415,21.7672,3.1520
5.4867,23.2792,2.7871
10.8688,17.2546,3.7731
6.9162,15.9907,1.5179
12.7018,20.3360,0.7772
11.0814,19.4000,7.3506
10.2123,15.9740,8.3446
12.7439,24.4971,7.1634
11.5617,17.1752,4.8784
10.3547,15.9997,0.5065
12.0852,25.9617,7.4308
6.9552,25.1373,6.6563
8.4945,23.1631,6.4452
11.6974,18.5384,8.7665
9.2560,16.3859,5.5480
10.7271,21.0443,5.4952
10.6840,19.4665,1.5387
7.0472,23.3046,5.0088
10.6185,17.6065,6.9096
9.1962,18.2044,9.1259
7.9866,17.0808,5.5402
11.6740,17.9616,8.4052
9.5953,22.0935,3.6923
9.4930,17.2849,5.1868
11.3256,22.2167,2.2597
8.7633,17.0160,7.0053
9.0345,16.9431,3.8284
9.3734,21.2955,4.9398
8.3492,19.1430,6.3399
14.3395,15.9783,6.5971
10.6607,23.4151,3.7708
8.3112,22.8449,2.3934
10.1385,22.4776,4.7898
8.1215,24.5244,6.1500
10.3925,15.3656,6.9401
8.8772,23.2125,3.8548
10.0807,21.5554,5.2510
7.2785,16.7803,4.1923
11.9052,22.1930,7.3398
7.4783,13.7655,5.0118
9.3329,18.6884,4.0125
10.6549,22.7927,5.8685
10.7433,21.0477,3.0202
9.6914,16.0407,7.6678
6.7634,22.7973,5.1913
10.0419,25.4672,4.7776
12.1412,18.2839,10.3214
11.6854,22.4239,7.0926
11.3085,22.1946,5.0342
12.3532,22.2324,3.3774
11.9241,22.0682,5.2525
12.7357,18.5983,10.0894
9.7548,29.3999,4.7010
8.8874,18.8257,4.1014
13.8163,23.2282,3.7868
9.7448,18.3158,5.3585
10.4027,21.1461,3.2101
8.9494,18.8637,1.9500
13.7496,20.4406,4.6364
9.3836,17.4612,8.0858
7.5682,20.5373,6.8302
10.4543,22.8632,6.8039
11.2796,19.4446,4.6944
9.5828,18.0223,9.6558
6.9857,18.0111,4.4225
9.7680,18.3321,3.2905
9.5914,21.9129,6.5251
7.2283,24.8071,4.1800
7.7145,16.7898,5.3112
9.0649,22.0301,3.2509
10.0581,25.8523,4.7849
12.1135,20.0167,8.7441
12.4982,15.4368,5.5001
11.0436,19.6153,4.9175
10.3307,19.9803,9.4696
10.9407,21.9515,9.4029
10.6597,21.8830,5.6773
12.4217,21.3715,7.9516
10.5692,20.8172,7.3039
6.6317,20.8373,5.9155
8.0241,17.5006,6.7658
7.4217,25.5412,1.5200
8.3905,22.3663,6.3902
8.8846,16.5900,5.0969
10.9107,21.0677,9.0260
7.0512,19.8335,6.8428
11.4119,19.0662,4.5906
8.2020,17.3955,6.2425
11.1025,18.1516,3.8606
9.8719,22.6041,5.4662
9.4655,18.8861,3.2358
9.6153,19.2036,2.2394
10.3535,19.5783,6.1512
11.6813,16.0157,4.9122
11.7045,19.8416,5.9669
11.0831,18.0821,5.7586
8.6515,22.7143,7.3082
7.6092,16.5327,3.2096
6.9508,20.3604,5.7032
8.5911,19.5380,4.2276
10.9798,18.1808,4.6521
6.9072,20.6347,6.5763
10.8461,21.6088,4.6165
11.4023,21.8952,5.4401
9.8514,17.4556,6.2641
10.9658,23.0057,6.3420
7.7989,19.0212,4.7035
10.6177,18.7268,3.6127
8.9545,16.4243,0.4950
9.4482,25.3729,5.9350
10.7791,19.5606,6.2256
12.7709,19.4964,4.9725
11.6980,18.2881,5.8806
10.3850,20.5613,6.0254
11.5622,22.3985,1.1642
10.5067,19.0878,6.7948
11.2527,20.6855,7.5213
8.0690,17.9172,2.5238
10.2249,16.6133,8.5684
9.9584,22.7461,4.9083
9.4803,20.4102,7.8356
8.4770,21.5391,6.4431
9.7495,18.9384,8.5532
9.8613,20.0781,3.4425
10.3373,13.7694,4.1151
9.2593,18.3041,8.3997
10.0801,25.8495,5.8486
12.9505,20.6860,2.5843
10.4026,25.2926,4.3050
12.4639,20.1579,7.0045
10.7846,23.0977,1.8609
10.8045,17.5822,5.8524
10.5300,21.5037,7.1491
8.2473,22.8476,5.7251
10.8833,15.9776,4.5030
10.7157,12.2986,7.1743
8.8830,22.2413,3.9317
13.4901,18.0130,8.0001
12.8415,17.9928,3.3518
10.2039,21.7992,7.1687
5.3219,22.6035,6.1840
9.2125,24.0313,4.9923
7.0971,22.5001,2.7127
9.4585,18.7027,5.9934
8.6044,16.9344,8.5391
8.9913,22.9880,7.5566
9.6827,21.4259,7.7476
14.1228,20.4559,2.8329
11.2618,22.7226,6.8834
10.0095,21.2141,6.6811
8.6997,13.0782,3.8715
9.5580,21.6658,4.0588
9.4131,20.8528,3.6542
5.9645,16.8098,1.4927
8.8395,18.6749,4.6602
8.7800,19.4865,4.3542
7.5146,19.9433,5.8672
11.1931,18.1035,7.4341
11.0164,21.0405,6.3050
8.5284,21.8863,4.1971
7.5298,20.9820,5.3196
4.9315,17.9429,3.1731
8.9178,23.0374,5.9996
6.4098,18.0044,3.7899
8.9413,19.0866,2.5290
10.6936,19.0299,6.7309
11.2921,20.6605,3.0595
9.8381,16.7754,7.6340
9.7409,20.5082,3.9478
6.3345,20.0312,5.4598
7.8341,21.8102,6.3526
7.5165,25.1552,3.6753
6.3388,23.8801,5.4100
10.4384,17.6801,4.9896
10.0980,17.6157,5.7478
8.0962,18.9837,5.1611
9.8386,19.4792,6.8789
11.3032,18.6966,4.3611
5.9243,18.7585,5.9797
7.4412,18.5894,4.7848
7.2660,19.0226,2.7382
11.2189,16.5758,4.7455
10.5088,20.0986,4.8290
7.1036,19.2049,5.0066
8.7418,18.8191,5.5938
9.7012,20.9117,6.8532
10.2032,20.8069,2.2824
8.4243,15.6842,7.1583
8.8777,15.7681,3.6613
6.7773,23.2397,5.3461
11.9329,22.5857,2.6796
10.1055,21.4009,6.1036
10.8130,15.4468,-0.0095
10.4751,17.2592,3.6418
13.9846,21.6783,3.3768
11.0354,16.7525,4.4099
10.8231,21.0356,3.4348
10.0474,21.4185,5.9163
11.1974,15.9668,4.4761
11.3620,21.6585,7.0844
11.9632,26.4046,4.8932
8.2552,17.9042,6.7916
11.7701,21.0179,8.3413
8.2862,24.6098,5.6658
9.9132,16.7596,7.1314
11.1556,21.0383,6.3964
10.2986,22.8733,1.3834
12.3461,15.4056,4.8162
10.7782,19.9072,4.8028
10.1657,15.3394,7.3960
11.0264,19.2862,4.5684
10.4600,24.7239,7.8091
12.2022,19.3441,2.9358
11.2088,14.3309,5.5733
13.2289,20.1226,5.4278
8.4182,18.5066,6.3187
7.3798,22.6772,3.8030
4.4958,17.6734,3.5422
11.5947,24.8691,7.4482
7.6974,18.4218,3.7505
8.6611,21.5619,4.5912
11.8481,24.6883,4.1068
5.9833,15.7779,2.9716
11.9891,22.8683,2.9171
5.2746,21.0264,6.0696
10.9367,16.9407,3.0857
7.1593,20.2209,5.1450
6.8446,18.1741,4.6591
12.5798,22.0406,4.2101
8.6823,22.9509,5.1500
8.3469,21.8321,3.0708
6.8974,21.9643,4.2338
13.0115,18.4744,1.2541
5.9090,17.4185,4.1160
12.6239,16.5158,8.1050
9.5583,22.0017,4.1113
10.9632,22.1177,3.4557
9.3107,23.2814,6.2985
11.7997,17.0132,5.9560
13.3496,13.5694,4.8165
11.1442,19.6826,6.6441
8.6587,14.8441,8.3811
12.6224,21.3167,9.1883
9.7300,22.3384,4.9870
9.1227,19.4400,2.9012
5.1486,22.6236,7.4546
9.7076,17.5172,7.0405
10.9769,18.9799,3.6708
8.6751,19.8513,3.6044
10.8636,24.2631,5.3850
11.6407,19.7842,6.4326
9.3083,19.8682,5.1393
12.9821,15.9902,3.3852
9.2513,17.7073,5.7372
10.6449,18.6213,1.9274
11.1981,22.4579,0.1999
9.7211,20.7519,4.8832
8.5945,22.0809,8.1678
9.3465,16.4674,3.9599
11.4502,21.4307,7.2570
13.9163,17.5704,4.7027
8.6411,19.3140,7.3963
11.5024,18.3372,5.8081
8.0825,20.8517,8.9529
11.7686,12.2531,7.0148
9.5083,18.2037,5.0800
10.8704,24.7019,8.4060
13.9600,19.1517,7.5135
7.8630,21.0414,5.0231
8.2838,20.8450,5.1216
9.8900,18.6146,3.5994
11.4127,21.4943,7.5009
12.4328,21.1230,5.2182
11.0369,21.5705,6.0703
12.0985,25.2633,4.8080
11.4787,15.6796,6.9093
9.0907,22.0514,4.9285
8.5337,18.2709,5.3589
6.7585,18.2339,3.2902
6.4196,19.5247,3.5912
10.6670,19.3789,7.5636
11.1870,22.0168,4.0739
10.6958,20.9857,6.0875
11.4846,26.5094,7.9292
7.7161,19.9466,3.4430
11.2191,17.6213,4.3148
12.2645,21.3346,6.4349
8.5730,21.3354,4.7651
8.1332,16.2407,2.7095
10.0187,20.5967,1.2685
7.9217,27.3520,5.4518
10.2665,9.9112,6.4283
9.0015,24.3949,4.9270
5.7030,19.0362,6.6565
9.0380,19.4909,6.9595
10.7520,21.9419,3.1825
10.1063,22.3729,5.5308
11.3012,22.7609,4.4064
8.6149,18.4277,5.3501
10.1149,19.0318,7.0549
9.9545,22.7635,2.2535
10.0618,21.0798,5.2319
8.8281,9.9978,2.6667
9.8323,15.6416,11.7266
11.9936,21.4441,6.8380
8.6780,11.8398,6.5277
11.8145,19.4368,0.8222
7.6401,22.0935,6.7895
11.9119,26.5551,2.9630
7.8747,15.8778,3.0704
10.0406,17.1326,5.6624
7.3880,15.0686,4.1743
6.8648,19.8002,5.8647
13.1903,21.7707,3.2926
9.8678,22.1881,2.7104
11.9998,20.1840,4.8991
8.3373,23.4242,4.7213
6.1612,18.9350,4.7264
8.7988,20.5890,3.1262
8.5926,20.4055,2.4669
14.4337,26.7603,3.5130
8.3546,24.3463,0.8689
10.8877,21.9003,3.5968
9.3858,23.3139,3.6688
11.0018,19.6386,6.4915
9.3017,23.9114,4.4222
10.4444,17.8262,7.7845
12.5572,20.3360,9.6875
8.7308,25.0616,4.1433
9.9301,15.7265,4.2416
8.0338,19.5008,9.3868
6.2198,22.3600,1.9268
12.8360,24.7791,3.1674
6.8762,20.5068,4.2661
10.2880,19.0193,3.1670
8.9264,22.1537,5.1417
13.3182,17.7397,7.1313
10.5327,24.8389,5.3622
8.9109,20.1690,5.5879
10.7869,18.8118,-1.0240
9.4205,19.4673,4.7755
11.2183,19.6033,1.6502
8.6850,20.4081,1.4680
13.1555,20.5115,3.0311
10.7319,19.7018,7.2575
10.7085,20.8586,4.7460
10.2461,22.9289,4.9275
9.6131,17.1214,2.5841
8.5221,14.4947,4.4438
13.3573,20.3240,2.2349
6.0966,16.7005,9.6538
7.8409,24.4034,9.0942
8.7499,18.3598,9.1251
9.7217,17.7968,4.8038
10.0239,21.6684,3.0405
10.4398,19.4899,5.8730
9.8634,27.7466,4.1033
9.8091,20.8646,7.4593
9.7501,24.9137,2.9077
