# outside_temperature_celsius, room_temperature_celsius, fridge_temperature_celsius
12.3473,23.1148,6.0442
9.9946,19.0081,6.6528
9.6865,20.8848,5.2948
8.5158,22.2040,3.4360
13.2005,21.4867,6.1509
8.1895,19.0738,4.0981
7.8580,16.8864,4.0916
8.2122,17.8636,6.2251
7.8188,13.9192,1.3222
9.1757,20.7818,4.6249
11.1539,19.0968,6.2281
10.3002,19.5853,2.9202
10.4595,20.4715,4.0399
7.6713,19.2454,8.0225
11.1854,18.1242,2.7413
11.5302,15.1631,3.1530
7.9477,20.4114,7.9838
12.9221,23.8611,3.7677
11.0972,16.8077,4.0008
11.4585,24.4640,9.1994
8.8209,19.7073,4.0059
7.9837,16.7848,6.7879
14.1062,24.3769,5.4916
11.1400,22.2499,5.9916
12.2076,22.1226,2.8949
7.4027,21.9826,4.3624
7.9308,20.7223,1.5318
10.7351,23.4909,8.2764
5.3346,21.3143,7.3925
7.2556,16.1117,4.7905
11.5343,16.2207,3.9548
6.3071,17.8364,6.7412
11.9548,20.0850,5.1421
12.9364,24.5499,6.6702
10.2327,25.8631,0.9499
10.2796,23.1259,4.4839
10.3062,21.9235,4.7691
9.9804,17.7253,3.6512
8.3580,23.2376,7.8726
9.6839,23.2805,5.6750
11.9790,22.3177,2.8957
10.1605,19.5104,6.6808
6.8851,15.6412,1.8134
9.6786,19.5856,6.2118
8.5237,26.8112,5.9000
12.0015,19.6124,5.9628
12.6364,19.4096,7.6138
8.6687,18.9859,9.1774
10.0047,14.4744,6.6560
8.1253,17.5429,4.0885
12.5879,23.9120,7.3300
12.8530,24.8440,0.3722
11.7364,18.8931,2.7906
10.0011,20.8237,4.4573
9.0411,25.0140,9.0830
8.2162,21.7731,2.4641
9.6883,21.0955,1.3043
8.5666,21.8918,6.0616
7.1472,17.9768,4.2675
9.8293,25.5723,4.4609
11.4920,19.0459,6.2102
8.2404,23.3516,6.9089
8.4578,15.3098,2.5089
8.5457,19.6780,8.0214
13.2318,27.3068,6.2664
8.8484,24.3539,2.1248
8.2545,24.3000,5.7975
6.5699,24.0661,6.0652
11.8489,17.3085,5.8762
11.3121,16.6135,4.5108
10.0800,16.6193,3.4805
9.2635,19.9719,6.6532
11.1338,21.0007,5.3676
11.1217,21.5091,5.2400
10.6104,25.3842,6.9745
14.2002,20.4854,4.9472
10.2041,22.9095,3.9548
9.1731,19.0573,1.8480
7.9400,20.4435,5.4820
4.5120,21.1313,4.6203
4.0021,16.7725,5.8979
10.1640,22.9682,4.5103
9.3247,22.0297,3.0442
7.4116,15.0419,3.6442
7.8921,17.6598,5.7451
13.2020,17.8791,3.8928
9.7492,18.1033,1.9295
10.4414,22.1367,6.4228
13.4480,15.7299,4.3162
10.3235,20.5420,5.9916
11.9453,17.5374,4.8748
13.6003,27.4798,5.3666
10.7896,23.2246,4.0664
12.3549,21.6482,6.0056
7.6026,22.2947,6.8210
7.5633,19.2419,7.1307
10.4353,20.4084,3.1624
12.6792,22.7883,3.5825
8.6033,18.4877,2.2690
10.9963,20.7064,4.4512
10.2924,17.5730,4.5638
12.3576,20.2476,4.9342
9.9297,21.6126,6.3196
9.4456,22.5551,4.0866
11.2508,23.1738,4.0198
8.1015,22.0113,9.2117
7.4125,19.3666,4.9095
11.8609,22.0627,9.6028
11.1355,21.3238,3.6722
12.2623,22.5563,4.3430
10.4458,22.8962,4.7619
12.3210,22.9711,4.6929
11.1374,18.8406,4.1976
12.8694,18.9861,1.6773
11.1608,19.1663,6.3339
9.3552,21.9252,5.1187
8.0645,23.7881,1.7954
11.7144,19.9802,4.1171
7.9877,17.3423,4.4240
11.1838,20.4415,6.9932
12.6583,11.3465,1.7737
7.5539,19.4959,0.9329
13.4063,19.1604,5.2962
9.1281,21.2061,3.9213
9.3863,19.4982,4.6322
9.4042,21.0534,4.4442
10.0511,22.8906,4.3612
12.2097,21.0968,3.8807
13.6144,21.4935,6.9255
7.1886,14.9060,5.7081
10.4966,20.5677,5.8057
10.6076,22.3266,5.4506
11.6025,21.3537,7.0899
11.9314,22.4150,8.6037
10.3776,18.5836,4.0710
13.3474,23.4233,5.6698
6.6297,17.8803,4.2677
8.2787,20.6605,5.7281
13.6072,26.0845,7.2135
12.2704,18.6225,4.7225
10.6489,21.3362,3.3517
13.4076,20.9035,11.3712
8.8877,20.0049,3.7553
9.2066,23.6126,4.7008
9.8343,26.1007,4.5747
10.6453,18.4648,7.5804
11.8513,22.6669,6.0114
9.4655,18.9525,6.0094
10.8486,22.7713,4.3869
12.8462,24.5480,5.3313
12.7635,20.0443,3.7233
10.3729,24.5987,3.2621
10.4875,17.0779,5.8471
13.3748,19.3872,6.1969
11.4877,21.7703,7.4495
9.3376,20.5031,6.4830
10.2049,16.0645,3.0494
7.8250,21.5808,2.3220
9.0029,18.7915,6.9868
11.5560,21.8336,2.9491
10.3258,17.7096,6.9349
10.0453,28.7695,8.1810
12.8428,19.5030,4.5114
9.7436,22.8499,7.5648
11.2100,20.0191,2.6033
5.5242,18.2173,5.0583
7.5375,21.7520,5.9240
11.7256,17.3978,5.2873
9.2481,20.0956,0.9485
10.8558,17.8914,6.8264
10.2456,12.6127,8.2093
5.9819,23.4160,3.4786
7.8608,20.2000,4.1139
7.8398,20.2340,6.2993
8.2335,19.4002,5.5878
9.9217,18.1014,4.0776
13.1896,22.1354,5.3756
10.4341,20.8340,4.5111
7.6830,20.4736,4.5392
7.8361,16.7804,2.6760
9.9965,20.4365,5.7216
8.5310,18.4821,4.0977
11.6618,26.5137,5.4000
8.9951,22.5911,4.6607
7.0205,21.1910,4.9914
10.7957,25.8883,5.5513
6.2651,16.1374,6.7806
12.9018,19.9726,3.0764
6.8849,21.7428,7.7925
11.0227,14.1195,4.3863
10.1748,22.6184,1.4848
7.5819,21.7462,4.2697
13.1395,14.2977,7.6053
13.1467,21.7158,1.8174
8.9829,23.2259,1.1178
12.6321,19.3168,9.4382
12.4284,17.4588,5.5693
11.9587,18.8229,3.9527
7.7389,15.4614,5.7907
11.1449,21.0241,5.2372
10.0047,20.9056,7.8834
7.1122,16.4728,7.8141
10.0753,20.1601,5.4719
9.8066,17.4811,7.9440
11.1477,24.2831,3.3252
10.1186,17.2905,8.6890
12.1860,18.0427,3.0005
11.0595,19.1949,5.5876
9.1322,19.4582,5.3716
10.0536,20.2356,4.6939
11.0688,15.9678,2.8195
12.8915,19.5441,5.7916
11.2086,21.4316,4.2492
7.0724,21.6731,1.7501
9.0768,19.2824,6.7902
9.3514,17.4173,5.1158
12.6375,20.1953,5.2373
12.4576,18.4160,6.5635
8.4195,22.5442,6.7847
9.4677,15.7014,7.2883
12.5376,24.2720,4.8434
9.7170,23.0069,-0.2340
12.0618,14.1161,4.8459
7.5765,18.8534,6.3829
9.8172,16.6754,2.0763
9.3430,18.0140,3.2919
12.2673,12.2287,2.1121
10.2520,18.5480,6.0198
11.8923,14.7736,6.8536
6.3540,22.8521,5.1624
8.0956,24.1273,3.4297
7.5576,21.3579,3.4707
8.1671,17.5270,5.0128
8.5799,28.4653,8.1614
12.4141,26.8987,2.5971
7.0721,16.4675,6.3658
11.2602,21.8042,6.8157
9.0539,16.9238,7.5603
7.2576,17.9381,2.7841
8.5184,19.3489,3.1754
9.1912,12.7837,1.5663
10.5042,18.7624,4.4619
12.9487,21.5654,6.3482
12.0890,19.3657,4.3384
8.6504,19.1621,5.4595
8.6004,18.0708,6.3341
9.7946,17.1093,5.8360
10.4585,18.7552,5.8812
10.3874,15.8243,0.3785
12.8758,21.1436,3.1010
7.5145,18.9450,8.3539
8.6763,17.6581,5.0127
11.2050,19.5288,7.6429
9.8047,21.1102,5.7688
8.4579,17.0889,4.1795
9.8795,21.0422,9.1101
8.7967,19.1358,-0.3666
9.0781,19.0799,7.8626
8.8433,22.5898,3.6024
10.6902,13.0650,5.5322
10.5342,19.6153,4.1538
10.0031,18.4726,5.6084
10.5159,21.1059,8.3978
13.1971,17.6364,4.1971
7.5312,26.0910,4.1339
7.8122,22.4647,5.5088
12.0282,22.0178,6.5893
9.2228,21.4800,5.3889
9.7155,15.5762,2.5868
8.4933,17.5782,4.4803
7.5466,22.9335,5.9900
7.9942,21.6991,6.8190
9.3921,25.1432,4.1242
10.6185,20.3700,5.8044
11.7530,18.0565,7.3120
9.7303,14.0018,7.1409
11.0219,14.8282,5.0035
12.1480,17.3878,5.2498
10.8308,17.7791,4.4403
9.7197,20.1343,4.7151
10.9911,16.4257,5.4258
10.7685,18.8857,4.0617
8.6282,13.8436,3.8862
5.4019,19.2650,4.5013
9.7148,15.6296,4.7434
9.1730,18.4417,7.0006
9.7460,18.9577,6.0362
8.2934,19.2132,1.8507
11.4555,19.2440,2.7675
9.4784,19.3629,2.1439
11.0972,17.1539,7.3312
5.7630,20.0857,4.2961
9.6570,17.6282,2.0033
12.0918,21.5306,7.5984
10.0375,20.1800,3.0847
7.4139,18.2370,6.8980
8.3051,22.3842,4.1285
9.3491,20.2794,2.4941
9.2244,15.7193,7.2603
7.6481,24.3003,3.5609
9.3354,26.2012,5.5376
10.1195,22.4113,6.2332
10.4848,21.0505,1.8701
11.6573,23.0168,3.7088
11.9394,19.7557,3.2254
12.8645,17.0997,4.6685
7.9884,17.4412,1.9551
9.2099,21.4890,4.5825
8.7960,21.9604,6.6172
8.4414,13.4199,9.4051
14.3794,21.6581,2.3829
10.8868,20.1109,6.3579
12.2896,22.4923,3.7952
11.6417,21.2710,2.1312
5.6491,24.2854,3.2944
14.7332,17.5973,5.0895
9.1671,19.9304,4.6853
12.3515,21.5636,4.7933
8.4575,21.0722,5.6065
13.1100,17.6154,2.9732
11.3969,13.8763,3.0224
14.6022,20.7245,3.9142
11.1056,16.5190,8.5276
8.3484,19.3705,4.8760
11.3509,24.0055,7.2414
8.9272,18.5071,3.6316
9.1069,20.8628,7.6930
11.7961,18.7762,2.1232
11.1676,23.4945,2.5792
9.8467,25.1726,4.2619
8.3647,21.1305,4.5087
9.5758,18.3645,6.3651
9.1642,20.5572,6.4587
10.4884,18.8604,8.2422
8.3162,20.7119,5.0310
10.5562,21.0117,7.5565
11.4540,16.2272,4.0713
13.7146,26.1030,7.3327
8.4217,22.6353,3.5844
6.7143,23.2016,4.0612
8.8508,16.8749,8.1219
8.6325,17.1812,4.6857
8.7899,16.3824,5.4886
10.7832,20.6340,5.3310
9.9781,17.0030,6.3118
12.3598,17.9920,6.0299
10.1289,17.6938,4.5740
8.4519,12.9750,1.9814
11.0727,25.0208,4.4018
10.6691,17.4871,7.2718
10.6646,20.0875,3.4974
9.4072,23.6996,4.9820
11.8325,18.0508,5.5193
8.0304,16.9751,4.1436
9.1733,23.5223,4.3767
10.2390,23.8404,6.5398
6.5318,21.4030,5.2104
7.8878,15.6741,5.3084
9.5756,17.2286,7.6523
11.0762,24.5103,5.2003
6.8319,18.4100,4.2264
13.4298,14.0520,3.5808
8.5969,20.3576,6.4526
13.9808,20.7120,3.4602
11.1123,18.5065,2.4280
7.3417,20.4817,4.3497
7.9642,20.0589,6.6262
10.4440,18.3498,3.3325
12.3040,20.7871,8.3584
11.0404,19.4730,3.6043
14.4809,20.5673,7.4985
9.6760,19.6191,6.1683
11.7428,22.8629,2.8766
10.0896,20.7713,6.2266
8.0840,17.7630,4.0094
6.0503,21.5974,4.4304
10.4683,22.6112,6.7735
10.1122,14.0942,6.6919
6.9544,21.8892,6.3535
12.2596,21.6172,5.4585
10.5173,22.6835,4.1722
13.5945,23.2929,5.3646
3.0934,24.9305,5.4999
8.4333,21.7812,5.1550
9.4527,18.4220,4.2309
9.9639,16.2335,9.9246
8.5453,16.2405,4.1058
12.8023,23.4409,4.3787
9.1034,18.6291,3.4090
10.7749,25.5469,3.8064
11.2503,24.1273,1.1613
8.0604,23.4155,5.3708
12.5626,16.9376,7.5686
10.4998,17.9833,4.4368
11.0745,22.4242,4.3104
7.2792,19.8394,7.9854
9.0882,23.8640,4.5998
11.1519,19.1935,7.3370
8.9874,22.6167,6.2885
6.0364,22.8553,1.7029
10.2579,22.0177,3.3981
7.7998,23.4325,2.2389
6.7315,16.6165,4.6747
9.6907,19.0443,6.3972
8.6799,25.6508,4.4984
10.6081,20.0709,3.6189
11.4005,20.4269,4.1180
9.3197,21.1854,5.1604
8.5470,21.1824,4.5961
4.6796,20.6537,4.4568
12.0669,20.9591,8.0461
9.5890,17.5873,3.9655
10.4357,21.7007,5.4985
11.5197,18.7486,4.4345
9.5355,19.9276,2.8161
13.1945,23.6817,2.9128
6.9146,21.7806,5.7507
9.0064,19.3332,5.4596
10.2920,18.8991,2.9100
7.9151,19.9565,2.2298
8.5610,20.2313,9.3245
11.6633,24.0566,1.1786
12.0467,19.6980,2.3113
8.3557,18.3398,5.7211
9.3403,15.4555,3.0979
9.6200,18.9570,3.0562
9.1297,20.3945,4.8667
6.8881,16.3272,4.9994
10.2800,23.5985,8.2971
13.8391,18.8166,8.5226
9.6656,22.2245,6.3793
9.3167,24.5690,7.0937
9.8657,21.1173,4.1693
12.7811,21.9391,4.4046
12.0659,24.0346,6.6729
5.5592,18.3729,7.6847
12.3896,19.7198,5.1112
8.2520,16.5094,4.6344
12.7531,17.0795,5.9312
11.8355,18.5166,-0.0791
8.3604,21.3722,6.5290
10.9199,22.3256,3.2911
9.5492,21.1104,5.1003
8.0946,15.8523,7.8333
10.9697,20.3103,1.8723
9.1674,19.4079,6.3117
13.5683,18.6147,5.7567
10.7759,13.4560,8.2803
11.6314,21.7633,5.3731
13.1227,23.1160,6.6285
8.9100,22.8831,5.1843
7.8154,16.4673,7.9044
12.7003,22.4271,7.7273
8.9287,21.6251,1.0594
11.3650,18.8426,5.3152
9.2965,18.8521,2.1256
9.4654,20.0859,4.5879
10.2701,25.3992,3.8099
12.4608,24.1113,6.7491
11.3509,18.1169,5.2162
11.5993,23.3430,6.8296
8.9631,19.6867,7.4063
7.8852,19.8109,3.7942
8.0916,14.7851,4.6681
10.9750,16.9498,6.1940
9.5687,19.3159,4.7038
9.0363,20.0956,7.7993
8.3855,22.0485,5.4305
8.7286,15.8625,3.8899
10.8026,16.3302,4.4542
10.5143,19.5898,6.4315
9.3500,18.2658,4.6691
8.3618,19.7679,6.1478
8.4388,24.5931,3.3058
9.2475,16.4860,4.5693
10.8170,16.4860,4.6509
9.5244,17.1730,5.1894
9.1879,22.6205,4.9279
11.5903,18.8675,4.4319
10.6546,17.0591,6.2475
8.8218,13.7173,4.0756
10.4566,14.9824,5.8911
9.0129,16.3023,2.7490
8.3321,17.7452,6.1847
11.4007,23.2414,6.5900
13.9815,22.5196,5.0145
11.9153,17.5513,5.8040
5.6748,21.5475,5.1267
10.6832,28.6356,8.9622
9.8411,26.4508,8.6712
9.8701,16.6309,1.1492
11.0262,18.7330,3.6009
8.9389,22.1375,2.2073
13.8514,14.4101,2.7651
12.7849,17.4142,5.5889
10.4550,16.9527,7.5293
9.4228,17.3196,7.7158
10.1845,20.9828,5.1882
8.5988,18.1374,3.4022
10.0772,21.0108,4.4185
10.8261,14.2678,6.7843
9.2115,18.5119,3.1303
12.0529,17.9958,8.0816
10.2608,17.8801,5.9976
12.0695,18.0341,4.4717
8.7657,19.5603,5.2372
6.2147,16.3617,4.4452
9.5313,21.2073,4.6984
7.0410,20.1096,3.4104
11.0912,17.6049,3.5954
13.1126,15.5671,1.4225
7.9510,24.0702,3.3747
11.1281,20.3491,8.3577
8.0189,21.8759,7.6085
10.4530,23.8744,5.5397
8.3615,16.3608,6.2043
12.1296,16.5901,3.6059
13.1593,20.1362,4.7373
11.8425,17.3707,3.9881
7.6786,22.8897,5.3058
9.0585,15.1716,7.0192
8.9425,16.6643,2.7077
9.1537,18.5873,7.9479
10.1187,20.5109,4.8377
14.1629,22.8580,5.6496
9.8527,22.3275,8.8422
8.0205,19.2038,-0.1301
9.3248,15.2019,4.3259
8.6688,17.1830,5.2408
9.0318,19.4067,6.0525
12.2191,23.4316,2.4908
11.0305,25.0573,4.0034
5.9737,18.4766,4.5132
12.9862,17.8054,6.1393
10.6136,19.5264,6.0233
14.0234,19.8963,0.3011
12.6445,16.0674,5.0945
11.0133,17.6881,8.2686
9.6195,26.4988,6.5773
8.4064,17.8805,3.0584
9.9477,18.9653,5.5249
8.8137,17.6062,5.5673
10.1537,21.1024,1.5968
9.0503,17.9697,4.7102
9.9795,18.2125,6.5106
7.2567,22.0713,3.7793
10.6449,21.7239,2.6917
10.1684,22.0571,2.9611
8.1172,19.1339,3.0864
11.7087,17.9428,5.8348
9.3495,19.4207,6.1818
10.5726,21.1631,7.3787
10.1493,19.8514,4.6242
7.4988,21.2897,4.3698
8.5531,20.5531,3.7888
7.0478,19.2286,3.6229
7.8778,17.5553,5.6765
12.1592,21.8662,2.6731
8.0019,19.7346,5.1128
12.2270,17.9309,8.3595
9.5528,23.3978,2.7443
10.9476,24.9810,5.6564
13.7038,19.6358,3.9291
13.0682,22.7028,3.3102
9.9809,23.1922,2.9233
11.3656,15.3708,2.7799
11.4967,18.8668,5.3075
9.6879,21.5700,3.3146
10.6817,20.9729,5.5986
12.6182,16.3691,3.3190
10.4122,13.0502,4.3134
9.1239,23.5736,2.8344
14.3130,25.0865,3.3949
11.5745,22.8157,5.8002
10.4391,16.5766,2.2969
10.5985,20.1459,5.4482
8.7519,16.3725,3.7958
9.9731,23.6413,6.6991
9.5461,19.4235,1.9469
10.9250,23.6933,8.3197
11.4122,19.0687,5.4757
11.2167,22.5392,5.2011
12.3116,17.4593,5.1580
6.9947,19.9745,3.3263
6.5831,16.4318,6.4199
10.5507,22.2894,6.1400
12.9973,20.7840,6.0038
8.8555,19.0408,2.2941
9.1444,19.1270,5.3522
6.2734,20.6592,2.2602
9.1570,29.8765,2.0866
11.5497,16.1140,3.2382
9.3342,24.0223,2.7164
11.0800,18.3159,1.2563
9.7598,15.9422,5.0082
9.8957,23.1391,8.1857
11.7424,21.5184,5.4533
12.2512,18.4906,7.7936
12.5888,17.1714,5.0939
8.9312,25.4768,3.8291
11.9445,21.4002,5.5955
13.4506,23.9627,2.1685
8.8980,21.2002,6.1235
10.1265,20.5277,4.6896
8.0634,16.3385,4.9385
11.5609,17.7063,6.6833
8.7608,14.8938,3.7054
7.5719,23.4012,7.0841
9.8897,18.5651,2.7822
14.9583,24.0170,4.3885
12.2701,24.2124,5.3840
6.2129,13.1110,3.2618
8.4631,15.0937,4.9126
7.5268,23.8339,4.0207
9.2527,15.6644,6.9849
9.1634,20.3258,4.0857
10.1064,17.5608,5.5305
12.4888,18.7879,5.8457
8.7808,18.4907,9.7536
8.8026,21.4940,4.7077
12.9529,17.1346,4.4881
6.7507,18.4179,3.7850
12.5275,22.7289,5.7309
11.0749,19.3159,3.7444
8.2863,18.5588,7.6867
13.2516,22.1225,4.2113
12.0482,23.5020,4.5300
9.0837,22.7436,3.7686
10.5780,20.0277,5.8115
9.3068,19.8637,8.3108
8.8000,22.1455,5.8305
9.8251,23.5198,4.2577
10.2782,19.0359,5.6794
8.8331,17.9336,4.6805
12.6554,20.6648,6.6720
9.1500,23.2612,3.8823
9.1307,22.1046,2.0843
8.6404,18.9805,5.8824
11.3073,23.7972,4.3668
8.0557,20.8168,5.5549
11.1281,18.5282,2.4576
8.7681,19.8368,5.2269
7.8711,18.5676,4.8830
10.5813,23.1260,3.0403
13.6790,20.9484,2.0957
6.8496,25.4427,6.1455
8.1468,18.3120,5.9275
13.0908,20.6973,4.5794
10.8570,14.7056,6.0080
10.9516,23.0709,2.6947
11.6217,17.2983,5.5537
12.7238,19.8044,4.2803
11.7808,21.1587,2.7839
6.6102,20.7506,4.4927
9.1105,16.2004,5.5442
8.4799,20.8010,2.9225
9.9426,22.1427,6.3318
10.4451,21.8493,5.6025
9.3364,24.5316,6.0600
7.9444,17.9466,4.7340
8.9830,17.0809,2.9432
6.4600,19.7950,4.0600
9.7490,20.6405,5.1974
8.6814,24.4311,6.5316
9.4400,19.1538,5.9989
11.9651,14.9428,5.8190
9.9355,20.3180,6.8697
7.9495,27.4953,3.9943
11.8166,20.7011,4.3525
9.7745,21.3052,3.0507
7.9106,24.7276,5.2328
12.6416,18.7309,5.7722
7.4634,20.2816,4.2545
7.6846,24.9496,6.2979
13.9590,19.1463,3.6231
12.5839,17.5983,6.0492
10.9210,18.4149,3.0818
9.4964,21.3946,4.7134
10.5260,27.3062,4.6950
11.2421,19.8577,10.3779
9.5332,18.1012,6.1207
10.6188,20.6221,3.5705
11.0345,15.6908,2.5518
7.8035,19.9345,4.5470
11.0618,21.4372,2.6073
12.3701,21.2446,5.5902
12.2982,18.6516,4.2649
7.8264,15.8552,5.4417
11.5253,16.6136,5.4870
12.2231,23.7968,3.1515
12.0847,15.8564,6.9126
9.1897,21.0595,6.0611
9.5300,15.6645,4.7340
7.9487,17.0182,4.9672
11.2287,19.8347,3.2631
10.6900,18.8271,5.5860
10.5725,21.9986,1.9168
13.6423,18.1826,5.3742
10.1364,21.1954,5.5715
11.7509,21.3772,2.7465
9.3893,19.0816,1.9444
9.3057,17.7327,4.5442
13.4565,22.4431,9.3729
9.9658,24.4256,2.0239
8.2333,21.2365,4.9572
8.4636,17.2252,5.1437
6.9986,19.5023,6.5558
10.4111,18.9035,4.9889
9.1027,18.0817,4.6897
8.2045,18.0050,3.1103
5.6960,23.6647,2.9839
11.4382,20.6792,4.0817
5.8339,17.1806,6.6045
10.8922,14.8061,6.4957
8.5556,18.7248,6.4690
8.0101,18.9346,4.0259
8.9540,18.1961,3.7597
8.0676,20.7123,3.7950
11.0166,18.3039,3.6183
11.7975,20.6251,7.1660
9.9204,19.3115,6.5134
9.3956,18.3686,9.4791
8.1972,24.1814,4.4772
15.9744,19.8583,4.6027
6.9980,18.6210,8.4391
8.1904,23.5313,4.9330
11.1533,20.6278,6.5305
8.1019,13.2663,5.7426
11.9941,17.5732,7.0370
10.4402,17.9073,8.7212
11.8241,23.8336,8.0115
12.0895,17.4624,0.9908
7.7184,15.4586,-0.8654
8.8931,19.0928,4.0546
8.3765,18.0063,3.4942
10.7359,14.8938,3.1650
7.9645,13.8993,4.2496
7.8124,20.4502,5.9119
8.1709,20.5063,4.8742
9.7614,18.7552,4.4719
10.8103,17.7673,3.6876
8.3652,16.4288,5.6714
11.0295,18.1605,4.2990
9.5579,14.5045,3.8829
10.3746,23.6805,6.3199
9.5921,23.6320,6.1776
9.6939,15.2699,3.6371
9.1996,23.6772,7.7549
5.2763,17.0032,5.8816
11.7222,14.3950,6.8549
12.6699,23.2295,3.9651
15.0806,18.9346,4.4539
10.5304,20.4621,3.8226
7.3818,20.9510,0.7952
10.7559,22.6625,4.2556
7.1155,22.3401,5.6929
10.1443,17.2463,4.8676
12.8953,20.0351,6.1463
10.8500,25.6871,2.5143
7.1936,21.5005,8.7139
10.9107,20.5102,5.4853
11.2973,16.2697,7.0147
10.9927,23.1385,7.2033
10.2093,20.8290,3.7630
10.3246,19.6103,6.3685
13.4614,23.6800,4.1066
10.3736,16.6812,4.4785
11.8467,21.6559,4.0482
12.1465,19.2934,2.8007
6.6986,17.7720,6.2830
8.5026,18.1976,3.5367
6.6066,23.5197,5.0461
10.6543,22.5413,3.6928
8.1835,22.9369,7.1160
12.4489,11.5095,2.1973
10.4207,21.9141,3.5016
5.9052,19.3912,7.8631
8.9770,21.1429,4.0910
8.5066,16.2868,3.2578
10.2738,19.2340,5.1890
14.7728,23.2149,3.4128
14.2925,18.8696,2.9166
10.8680,19.8979,6.7013
10.1935,19.6017,5.2840
12.3008,21.1346,2.8638
8.0471,19.0743,3.3449
10.8526,20.9270,4.1142
10.2524,21.8776,4.8028
10.0466,17.0676,0.0755
12.6517,19.8637,3.5239
5.1707,19.0616,2.7352
8.8967,18.0149,3.9170
8.7300,18.4050,4.2359
7.3021,18.8857,3.6000
7.7453,21.5089,2.5133
10.1424,17.8316,6.0634
11.4584,16.8157,6.6522
12.4899,17.4468,4.8352
10.4007,23.0272,0.1833
10.5868,21.3134,6.2240
7.3386,18.1073,2.2061
10.2815,25.0976,6.4200
9.2265,25.8673,6.2253
9.8755,18.4341,7.9693
10.1034,21.2162,3.0451
8.4287,17.5770,3.9825
12.2839,13.0940,2.0405
6.5680,15.7424,3.8568
7.9718,21.1200,3.5870
6.1590,23.4094,3.6555
10.9894,20.6596,0.9044
10.6717,21.8562,7.7794
12.5295,23.0088,3.3560
8.8641,18.2466,3.3889
8.5124,18.4288,4.2140
10.9801,14.3936,4.1290
9.8951,19.3769,3.1906
9.2243,18.8684,5.0462
9.2414,18.8614,4.2175
8.2854,21.8986,6.2228
8.6498,24.3866,4.7811
10.3261,19.9618,6.6140
11.8530,21.8123,3.0210
10.4265,20.2033,2.6006
7.9470,18.8111,4.7155
10.6927,19.6680,4.7726
4.6507,18.8561,3.5853
9.0266,23.3342,4.0453
10.4962,17.3922,5.0681
11.7910,22.9085,2.7018
8.5061,24.7868,5.6210
12.3317,21.1741,5.1238
8.7002,19.7533,3.9400
10.5913,22.8326,7.4122
8.8629,21.9406,4.3543
9.3958,20.7781,4.3757
9.0406,16.8873,3.9205
8.8838,18.2660,4.5676
9.1291,21.3714,4.0565
9.3844,19.7250,6.7032
12.8404,23.2097,1.4247
10.1906,14.3064,3.2154
9.8983,20.0723,2.7988
9.8064,23.1553,4.0566
15.0159,19.3438,3.8268
9.1867,16.3763,3.1935
8.1642,21.0424,6.8267
12.3093,21.4680,3.7359
10.1011,17.1489,5.1290
8.2148,27.0400,4.3097
10.0418,22.4490,1.6152
10.5450,20.9230,7.2331
10.1579,21.8137,3.0359
8.7190,20.3140,4.2883
10.7141,15.4887,6.9554
8.3210,22.6229,5.8824
10.5442,21.4169,4.5914
5.9584,17.3312,7.5416
7.3138,14.2573,7.1115
